Número provisional DEA;Tipo de establecimiento;Titularidad del local;Uso del local;Titularidad;Propuesta de denominación;Tipo de vía;Nombre de la vía;Número de la vía;Complemento de dirección;Código postal;Distrito;Coordenadas-Latitud (norte);Coordenadas-Longitud (oeste, por lo tanto, negativa)
4607;Centro deportivo;Pública;Público;Ayuntamiento de Madrid ;IDB Victoria Hernández ;Calle;Consenso;7;;28041;12. Usera;40,3602781;-3,6861474
10167;Centro educativo;Pública;Público;Comunidad de Madrid ;Conservatorio Danza;Avenida;De la Felicidad ;27;;28041;12. Usera;40,3598308;-3,6888176
10166;Centro educativo;Pública;Público;Comunidad de Madrid ;Conservatorio Música ;Avenida;De la Felicidad ;27;;28041;12. Usera;40,3597966;-3,6889789
6185;Transportes-Metro;Pública;Privado;Metro de Madrid ;Oficina Depósito Metro Canillejas;Calle;Néctar ;44;Bloque bloque Oficina;28022;20. San Blas;40,444044;-3,606084
6186;Transportes-Renfe;Pública;Privado;Metro de Madrid ;Formación depósito de metro de Canillejas ;Calle;Néctar ;44;Edificio Formación ;28022;20. San Blas;40,445271;-3,605594
6187;Transportes-Metro;Pública;Privado;Metro de Madrid ;Ciclo corto depósito de metro de Canillejas ;Calle;Fenelón ;20;Edificio ciclo corto;28022;20. San Blas;40,439669;-3,604852
1771;Centro comercial;Privada;Público;Centro Comercial Los Angeles ;Carrefour Los Angeles ;Avenida;De Andalucía ;7;;28041;12. Usera;40,3632143;-3,6921113
6188;Transportes-Metro;Pública;Privado;Metro de Madrid ;Almacén depósito de metro de Canillejas ;Calle;Néctar ;44;Edificio Almacén ;28022;20. San Blas;40,443728;-3,606682
6189;Transportes-Metro;Pública;Privado;Metro de Madrid ;Pasillo acceso norte depósito de metro de Canillejas ;Calle;Néctar ;44;Edificio de entrada subterráneo ;28022;20. San Blas;40,445076;-3,607238
1768;Centro deportivo;Privada;Público;Dreamfit ;Gimnasio Carrefour Los Angeles ;Avenida;De Andalucía ;7;;28041;12. Usera;40,3630096;-3,6908574
6190;Transportes-Metro;Pública;Privado;Metro de Madrid ;Taller Central depósito de metro de Canillejas ;Calle;Néctar ;44;Edificio central talleres;28022;20. San Blas;40,443317;-3,605661
;Transportes-Metro;Pública;Privado;Metro de Madrid ;Primer edificio, botiquín depósito de metro de Canillejas ;Calle;Néctar ;44;;28022;20. San Blas;40,444149;-3,607344
6755;Centro deportivo;Privada;Público;Real Madrid;Recepción Residencia Cantera del Real Madrid ;Avenida;De las fuerzas armadas ;400;;28055;16. Hortaleza;40,481839;-3,613377
6754;Centro deportivo;Privada;Público;Real Madrid ;Real Madrid ;Avenida;Fuerzas armadas ;402;;28055;16. Hortaleza;40,481921;-3,611116
6557;Transportes-Metro;Pública;Público;Comunidad de Madrid ;Metro Valdebebas ;Avenida;Fuerzas armadas ;0;;28055;16. Hortaleza;40,481921;-3,611116
6762;Viviendas;Privada;Privado;Comunidad vecinos ;Fernando higueras ;Calle;Fernando higueras ;33;Acceso común números 15 al 277;28055;16. Hortaleza;40,481947;-3,616752
450;Centro residencial de uso público;Privada;Público;Apadema;Apadema;Calle;Moralzarzal;73;;28034;8. Fuencarral-El Pardo;40,49549107;-3,715365667
742;Otro establecimiento administración pública;Pública;Público;CADP MIRASIERRA;CADP MIRASIERRA;Calle;La Maso;40;;28034;8. Fuencarral-El Pardo;40,4892053;-3,7146774
6760;Centro educativo;Pública;Público;Comunidad de Madrid ;Colegio Nuria Espert;Calle;Fernando higueras ;13;;28055;16. Hortaleza;40,486374;-3,610602
816;Centro residencial de uso público;Privada;Público;Residencia para Mayores Ballesol Mirasierra *****;Residencia para Mayores Ballesol Mirasierra *****;Calle;Cerro Malejo;5;;28034;8. Fuencarral-El Pardo;40,4890982;-3,7155388
2335;Centro educativo;Privada;Privado;Colegio Fomento El Prado;Colegio Fomento El Prado Secretaria;Calle;Costa brava ;4;;28034;8. Fuencarral-El Pardo;40,49765819;-3,702808709
2336;Centro educativo;Privada;Privado;Colegio Fomento El Prado;Colegio Fomento El Prado Gimnasio;Calle;Costa Brava ;4;;28034;8. Fuencarral-El Pardo;40,49765776;-3,702879511
6761;Viviendas;Privada;Privado;Vivienda ;Vivienda ;Calle;María Reiche;15;Entrada comun15 al 29;28055;16. Hortaleza;40,4877641;-3,6122174
6497;Centro de trabajo (no administración pública);Privada;Privado;Borpana;Borpana;Calle;Cerro del Castañar;27;;28034;8. Fuencarral-El Pardo;40,48961312;-3,711657141
6694;Otro establecimiento administración pública;Pública;Público;SEPE;SEPE;Calle;Valle de la fuenfria ;3;;28034;8. Fuencarral-El Pardo;40,49843266;-3,705814306
6695;Centro educativo;Privada;Público;ESADE;ESADE;Calle;Valle de la Fuenfria ;3;;28034;8. Fuencarral-El Pardo;40,49843273;-3,705802506
6759;Viviendas;Privada;Privado;Comunidad vecinos ;El retiro de Valdebebas ;Calle;María Reiche;2;;28055;16. Hortaleza;40,487764;-3,612217
1754;Centro educativo;Privada;Público;Ayuntamiento de Madrid ;Escuela infantil doña Francisquita ;Calle;Cambados ;1;;28055;16. Hortaleza;40,478659;-3,63029
6566;Viviendas;Privada;Privado;Comunidad vecinos ;Comunidad vecinos ;Calle;Francisco Umbral ;61;;28055;16. Hortaleza;40,481125;-3,62623
6567;Otro establecimiento administración pública;Pública;Público;Comunidad Madrid ;Instituto de medicina legal ;Calle;Julio Cano Lasso;1;;28055;16. Hortaleza;40,4826;-3,605279
819;Centro educativo;Pública;Público;ÍES Mirasierra;ÍES Mirasierra;Calle;Portera del cura;4;;28034;8. Fuencarral-El Pardo;40,4910265;-3,7150505
2337;Centro educativo;Privada;Privado;Richmond Park School;Richmond Park School;Calle;Costa brava;55;;28034;8. Fuencarral-El Pardo;40,4967041;-3,7150026
;Centro educativo;Privada;Privado;Richmond Park School;Richmond Park School Gimnasio;Calle;Costa Brava;55;;28034;8. Fuencarral-El Pardo;40,4967041;-3,7150026
6526;Centro comercial;Privada;Privado;No existe el DEA ;No existe ;Calle;Estanislao perez pita;23;;28055;16. Hortaleza;40,4893538;-3,610660204
2338;Transportes-Metro;Pública;Público;Metro Madrid;Metro Paco Lucia;Calle;Costa Brava;18;;28034;8. Fuencarral-El Pardo;40,4996248;-3,7090093
2339;Viviendas;Privada;Privado;C. P. Costa brava 16;C. P. Costa brava 16;Calle;Costa Brava;16;;28034;8. Fuencarral-El Pardo;40,4983985;-3,7091521
2340;Centro deportivo;Privada;Privado;Club Mirasierra;Club Mirasierra;Calle;Costa Brava ;8;;28034;8. Fuencarral-El Pardo;40,4973037;-3,7053487
6646;Viviendas;Privada;Privado;Comunidad vecinos ;CV;Avenida;Antonio samaranch;67;;28055;16. Hortaleza;40,490667;-3,610957
2341;Centro deportivo;Privada;Público;Viva gym ;Viva gym ;Calle;Costa Brava;38;;28034;8. Fuencarral-El Pardo;40,496801;-3,7151364
6528;Viviendas;Privada;Privado;Comunidad vecinos ;CV Mercedes de Borbón ;Calle;Mercedes de Borbón ;90;;28055;16. Hortaleza;40,491766;-3,612029
6529;Viviendas;Privada;Privado;Comunidad vecinos ;CV;Calle;María de las Mercedes de Borbón ;120;A la derecha a 1 metro en la garita ;28055;16. Hortaleza;40,492942;-3,613699
6556;Centro educativo;Privada;Público;Colegio privado ;Gredos San Diego Valdebebas ;Calle;Leandro Silva;10;Acceso calle Antonio Miró Valverde 33;28055;16. Hortaleza;40,497556;-3,610803
5311;Viviendas;Privada;Privado;Comunidad de propietarios ;Comunidad calle Concejal Ginés Meléndez 13/15/17;Calle;Concejal Ginés Meléndez ;13/15/17;;28022;20. San Blas;40,442058;-3,57492
5659;Viviendas;Privada;Privado;Comunidad de propietarios ;Mirador de las mercedes ;Calle;Yécora;21/31;;28022;20. San Blas;40,445188;-3,574656
315;Centro comercial;Privada;Público;Centro Comercial Las Rosas;Centro Comercial Las Rosas;Avenida;De Guadalajara;79;;28032;20. San Blas;40,41896;-3,621
535;Centro de trabajo (no administración pública);Privada;Privado;estee lauder;Estee Lauder Rejas;Calle;Nanclares de Oca ;3;Bloque C;28022;20. San Blas;40,44669;-3,576267
533;Centro de trabajo (no administración pública);Privada;Privado;Iberdrola inmobiliaria sau;A2 Plaza;Calle;Nanclares de Oca ;5;Garita de seguridad de la entrada ;28022;20. San Blas;40,446541;-3,574655
534;Centro de trabajo (no administración pública);Privada;Privado;Iberdrola inmobiliaria sau ;A2 plaza;Calle;Nanclares de Oca ;5;Edificio principal ;28022;20. San Blas;40,446788;-3,575469
7987;Otro;Pública;Público;RESIDENCIA/CENTRO DE DÍA ADOLFO SUAREZ;RESIDENCIA/CENTRO DE DÍA ADOLFO SUÁREZ ;Calle;Ravena;18;;28032;20. San Blas;40,41916;-3,61422
5658;Centro de trabajo (no administración pública);Privada;Privado;Sw hosting data center;Sw hosting rejas;Calle;Yécora ;4;;28022;20. San Blas;40,448066;-3,574078
4686;Hotel, hostal, alojamiento;Privada;Público;Hotel Nuevo Boston sa;Nuevo Boston Aragón 332;Avenida;Aragón ;332;;28022;20. San Blas;40,449097;-3,576794
7985;Otro;Pública;Público;CANTON DE LIMPIEZA VIARIA LAS ROSAS;CANTON DE LIMPIEZA LAS ROSAS;Calle;AQUITANIA;36;;28032;20. San Blas;40,42001;-3,61439
5830;Centro residencial de uso público;Privada;Público;Valdeluz sa;Residencia Valdeluz Las Mercedes ;Calle;Cigoitia;13;;28022;20. San Blas;40,446644;-3,579446
7633;Centro de trabajo (no administración pública);Privada;Privado;Clínica de salud AcurarT ;Centro de rehabilitación y fisioterapia;Avenida;Guadalajara ;79;;28032;20. San Blas;40,42169;-3,61566
7634;Transportes-Metro;Pública;Público;Metro Avda. Guadalajara ;Metro Avda. Guadalajara ;Avenida;Guadalajara ;36;;28032;20. San Blas;40,4225;-3,61191
5638;Centro de trabajo (no administración pública);Privada;Privado;Grupo Etra;Etra Lux ;Calle;Hermanos Granda;21;;28022;20. San Blas;40,445192;-3,560315
7637;Otro establecimiento administración pública;Pública;Público;Centro de mayores San Blas;Centro de mayores San Blas ;Avenida;Guadalajara ;69;;28032;20. San Blas;40,42123;-3,61715
7983;Transportes-Metro;Pública;Público;Metro Alsacia ;Metro Alsacia;Plaza;Alsacia ;0;;28032;20. San Blas;40,41872;-3,62317
2364;Centro de trabajo (no administración pública);Privada;Privado;Gls;Gls Avda Aragón ;Calle;Ingeniero Torres Quevedo ;3;Entrada nave principal ;28022;20. San Blas;40,447785;-3,557401
2365;Centro de trabajo (no administración pública);Privada;Privado;Gls;Gls avenida Aragón ;Calle;Ingeniero Torres Quevedo ;1;Finger 4;28022;20. San Blas;40,446057;-3,555023
7984;Centro deportivo;Privada;Privado;Gimnasio Vivagym;Gimnasio Vivagym;Calle;Aquitania ;7;;28032;20. San Blas;40,41831;-3,62037
4677;Hotel, hostal, alojamiento;Privada;Público;Cadena Marriott ;Hotel Marriott Auditorium;Avenida;Aragón ;400;Entrada principal ;28022;20. San Blas;40,449027;-3,55865
4678;Hotel, hostal, alojamiento;Privada;Privado;Cadena Marriott ;Marriott Hotel Auditorium ;Avenida;Aragón ;400;Entrada lateral, Marriott Conference Center;28022;20. San Blas;40,448262;-3,557913
4679;Hotel, hostal, alojamiento;Privada;Privado;Cadena Marriott ;Marriott Hotel Auditorium ;Avenida;Aragón ;400;Backstage del Auditorio ;28022;20. San Blas;40,448954;-3,558048
5310;Hotel, hostal, alojamiento;Privada;Público;Accor;Ibis budget aeropuerto ;Calle;Provisional Iveco Pegaso tres;27;;28022;20. San Blas;40,447773;-3,550541
4684;Hotel, hostal, alojamiento;Privada;Público;IHG;Holiday Inn Airport ;Avenida;Aragón ;402;;28022;20. San Blas;40,447497;-3,549235
4681;Hotel, hostal, alojamiento;Privada;Público;Deutsche Hospitality;Zleep Hotels Aeropuerto ;Alameda;Aragón ;402;;28022;20. San Blas;40,447748;-3,548847
;Centro de trabajo (no administración pública);Privada;Privado;Diversas empresas ;Edificio Allende Aeropuerto ;Avenida;Aragón ;402;Dos entradas equidistantes ;28022;20. San Blas;40,447394;-3,548139
1220;Centro educativo;Privada;Público;New York University Madrid ;New York University Madrid ;Calle;Calle Barquillo;13;;28004;1. Centro;40,42127749;-3,695789241
1219;Hotel, hostal, alojamiento;Privada;Público;Only You Hoteles;Only You Hoteles ;Calle;Calle Barquillo ;21;;28004;1. Centro;40,42221466;-3,695751746
280;Hotel, hostal, alojamiento;Privada;Público;Infantas By Shoho Boutique ;Infantas By Shoho Boutique ;Calle;Calle Infantas;29;;28004;1. Centro;40,42011667;-3,697062124
603;Centro de trabajo (no administración pública);Privada;Privado;Oficinas privadas;Oficinas privadas ;Calle;Calle San Marcos;43;Edificio conjunto de viviendas y oficinas;28004;1. Centro;40,42126607;-3,696189907
15;Transportes-Metro;Pública;Público;Metro de Madrid ;Metro Chueca;Plaza;Plaza de Chueca;4;;28004;1. Centro;40,42081585;-3,697646937
109;Centro de trabajo (no administración pública);Privada;Privado;Empresa Realia;Realia;Calle;Calle Prim;19;;28004;1. Centro;40,42196927;-3,693108734
841;Otro;Privada;Público;Teatro María Guerrero ;Teatro María Guerrero ;Calle;Calle Tamayo y Baus;4;Teatro ;28004;1. Centro;40,42290658;-3,69347627
2901;Centro de trabajo (no administración pública);Privada;Privado;Centro de oficinas;Edificio de varias oficinas;Calle;Gran Vía ;30;;28013;1. Centro;40,4202263;-3,7025019
2878;Centro de trabajo (no administración pública);Privada;Privado;Prisa Radio ;Prisa Radio ;Calle;Gran Vía ;32 B;Planta 7;28013;1. Centro;40,4203447;-3,7038913
2892;Hotel, hostal, alojamiento;Privada;Público;Hotel Atlántico;Hotel Atlántico;Calle;Gran Vía;38;;28013;1. Centro;40,4203263;-3,7045481
328;Centro educativo;Privada;Privado;Colegio diócesis de Madrid ;Colegio concertado nuestra señora de la paz;Calle;Valderribas;37;;28007;3. Retiro;40,404638;-3,67007882
2898;Hotel, hostal, alojamiento;Privada;Público;Gran View Apartments;Gran View Apartments;Calle;Gran Vía;48;;28013;1. Centro;40,4207952;-3,7064518
329;Otro establecimiento administración pública;Pública;Público;Metro comúnunidad de Madrid ;Museo de metros;Calle;Valderribas  ;49;;28007;3. Retiro;40,402495;-3,67454044
2921;Otro establecimiento administración pública;Pública;Público;Juzgado de lo mercantil;Juzgado de lo mercantil;Calle;Gran Vía ;52;;28013;1. Centro;40,4210908;-3,7069101
2913;Hotel, hostal, alojamiento;Pública;Público;Ikonik hotels;Ikonik Gran Vía;Calle;Gran Vía ;56;;28013;1. Centro;40,421406;-3,707412
2864;Centro de trabajo (no administración pública);Privada;Público;Grenergy;Recepción del edificio / 24H;Calle;Rafael Boti ;26;;28023;9. Moncloa;40,4630847;-3,8021195
347;Centro de trabajo (no administración pública);Privada;Privado;Cogebro;Edificio vecinal;Avenida;Ciudad de Barcelona ;132;;28007;3. Retiro;40,40418417;-3,681188642
2889;Hotel, hostal, alojamiento;Pública;Público;Vincci hoteles;Vincci Vía ;Calle;Gran Vía ;66;;28013;1. Centro;40,4224022;-3,7089744
2395;Transportes-Renfe;Pública;Público;ADIF;Vestíbulo estación El Barrial ;Calle;Rafael Boti ;S/n;;28023;9. Moncloa;40,4650185;-3,8079219
2878;Hotel, hostal, alojamiento;Pública;Público;Catalonia hoteles;Catalonia Plaza España;Calle;Gran Vía ;70;;28013;1. Centro;40,4226861;-3,7094428
341;Centro deportivo;Privada;Privado;Supera fitness;Gimnasio supera fitness ;Avenida;Ciudad de Barcelona ;40;;28007;3. Retiro;40,40343834;-3,679330934
2910;Hotel, hostal, alojamiento;Pública;Público;Hotel Melia;Meliá Madrid Centro;Calle;Gran Vía ;72;;28013;1. Centro;40,4229344;-3,7098109
1206;Centro de trabajo (no administración pública);Privada;Público;Agroseguro ;Recepción Agroseguro;Calle;Gobelas;23;;28023;9. Moncloa;40,4724113;-3,8219785
883;Centro deportivo;Privada;Público;Real Madrid CF;Bernabéu Tienda Real Madrid;Avenida;Concha Espina;1;;28036;5. Chamartín;40,4532002;-3,6866752
2912;Hotel, hostal, alojamiento;Privada;Privado;Hoteles Melia;Hotel Madrid Plaza España;Calle;Gran Vía ;74;;28013;1. Centro;40,4229801;-3,7098786
91;Centro deportivo;Privada;Público;Enjoy Caranbanchel;Centro Deportivo Enjoy;Calle;REUS;11;;28044;11. Carabanchel;40,371703;-3,743553
2904;Hotel, hostal, alojamiento;Pública;Público;Hoteles Dear;Dear hotel;Calle;Gran Vía ;80;;28017;1. Centro;40,4233196;-3,7104794
4379;Centro educativo;Privada;Privado;Colegio Torrevilano;Colegio Torrevilano Ensanche de Vallecas;Calle;Embalse de Navacerrada;9;;28051;18. Villa de Vallecas;40,3627066;-3,6020639
1207;Centro de trabajo (no administración pública);Privada;Público;General Electric ;Recepción de las oficinas de General Electric ;Calle;Gobelas ;35;Edificio de General Electric ;28023;9. Moncloa;40,4741217;-3,8265856
5696;Centro residencial de uso público;Privada;Privado;Comunidad propietarios urban el tozal;Urb el tozal;Camino;De la Huerta;151;Garita seguridad;28055;16. Hortaleza;40,507324;-3,643212
884;Centro deportivo;Privada;Público;Real Madrid CF;BERNABÉU Tour Puerta 84;Avenida;Concha Espina;1;Puerta 84 del estadio.;28036;5. Chamartín;40,452009;-3,6896115
4343;Centro deportivo;Pública;Público;Centro Deportivo Municipal Juan de Dios Román ;Polideportivo Juan de Dios Román ;Calle;De José Gutiérrez Maroto;34;;28051;18. Villa de Vallecas;40,36394;-3,60514
486;Otro;Privada;Público;Oficinas Cruz Roja;Oficinas Cruz Roja;Calle;Miguel;7;Lateral derecho edificio;28044;11. Carabanchel;40,36966496;-3,74655572
8943;Centro educativo;Pública;Público;Centro educativo publico ;Arte Diez;Avenida;Ciudad de Barcelona ;25;;28007;3. Retiro;40,40431397;-3,680565356
8056;Centro residencial de uso público;Privada;Privado;Comunidad propietarios calle san enrique osso 321;Urb el valle de el encinar;Calle;San Enrique de Osso ;321-559;Garita seguridad entrada;28055;16. Hortaleza;40,502968;-3,636582
2886;Hotel, hostal, alojamiento;Pública;Público;Hotel Emperador;Hotel Emperador;Calle;Gran Vía ;53;;28013;1. Centro;40,4214359;-3,7080728
3501;Centro de trabajo (no administración pública);Privada;Público;Diageo;Recepción Diageo ;Avenida;Victoria ;32;;28023;9. Moncloa;40,4685257;-3,8194082
4341;Centro de trabajo (no administración pública);Privada;Privado;Fundación Gredos San Diego;Fundación GSD;Calle;De José Gutiérrez Maroto;26;;28051;18. Villa de Vallecas;40,3661454;-3,6034043
3503;Centro de trabajo (no administración pública);Privada;Público;Actions;Recepción ;Avenida;Victoria ;50;;28023;9. Moncloa;40,4698857;-3,8221073
4342;Centro de trabajo (no administración pública);Privada;Privado;Orona Group;Edificio Orona (se ve desde la A3 y m45 y es un edificio muy conocido en el barrio);Calle;De José Gutiérrez Maroto;22;Planta 3;28051;18. Villa de Vallecas;40,3662182;-3,6033426
8054;Centro educativo;Privada;Público;Colegio;Enfermeria colegio highlands;Calle;San Enrique de Osso ;460;Enfermeria;28055;16. Hortaleza;40,504239;-3,639404
344;Otro establecimiento administración pública;Pública;Público;Estatal;Edificio renfe;Avenida;Ciudad de Barcelona ;8;;28007;3. Retiro;40,40530178;-3,684157936
3536;Centro educativo;Privada;Público;Cruz Roja ;Recepción edificio Cruz Roja ;Calle;Cimarra ;7;;28023;9. Moncloa;40,4731017;-3,8273043
348;Otro establecimiento administración pública;Pública;Público;Estatal;Edificio renfe;Avenida;Ciudad de Barcelona ;6;;28007;3. Retiro;40,40548322;-3,685467907
343;Otro establecimiento administración pública;Pública;Público;Estatal;Edificio renfe;Avenida;Ciudad de Barcelona ;4;;28007;3. Retiro;40,50582142;-3,686166657
1611;Otro;Pública;Público;Ayuntamiento Madrid;Centro de día Ayuntamiento Madrid;Calle;Alfredo Aleix;8;Se ar;28044;11. Carabanchel;40,3687188;-3,7540529
8055;Centro educativo;Privada;Público;Colegio highlands;Polideportivo Colegio highlands;Calle;San Enrique de Osso ;46;Polideportivo;28055;16. Hortaleza;40,503952;-3,63822
5313;Hotel, hostal, alojamiento;Privada;Público;Media Hoteles ;Melia;Calle;José Antonio Fernández ordoñez ;55;;28055;16. Hortaleza;40,49122;-3,610592
6559;Centro residencial de uso público;Privada;Privado;Cvecinos habitaqua II;Habitaqua II;Calle;Fina de Calderon ;19-23;;28055;16. Hortaleza;40,494861;-3,618333
5983;Centro deportivo;Privada;Público;Fundación Amoros;Centro Deportivo Amoros;Calle;Joaquín Turina;39D;;28044;11. Carabanchel;40,3717644;-3,7572615
5300;Transportes-Metro;Pública;Público;Comunidad de Madrid ;Estación Menéndez Pelayo ;Avenida;Menéndez Pelayo ;137;;28007;3. Retiro;40,40442152;-3,680660718
5220;Otro;Privada;Público;Banco Renta4;Renta4;Paseo;Paseo de la Habana;74;;28036;5. Chamartín;40,4544454;-3,683189
6752;Centro residencial de uso público;Privada;Privado;Comunidad propietarios ;Manuel Gutierrez Mellado;Calle;Manuel Gutiérrez Mellado ;11;;28055;16. Hortaleza;40,493744;-3,620203
287;Centro educativo;Privada;Público;Hermanos Amoros;Colegio Amorós;Calle;Rafael Turina;37;Edificio Primaria;28044;11. Carabanchel;40,371863;-3,7546876
1251;Centro de trabajo (no administración pública);Privada;Público;Línea Directa ;Recepción del edificio n12;Calle;Ochandiano ;12;;28023;9. Moncloa;40,4689246;-3,8181068
8940;Centro educativo;Pública;Público;Comunidad de Madrid ;Colegio nacional francisco Quevedo ;Calle;Granada ;6;;28007;3. Retiro;40,40471735;-3,679379147
5222;Otro;Privada;Público;Banco Renta4;Renta4;Paseo;Paseo de la Habana;74;;28036;5. Chamartín;40,4544592;-3,6830679
518;Centro educativo;Privada;Público;Colegio Los Tilos;Colegio Los Tilos;Calle;de el Bosco;s/n;;28038;13. Puente de Vallecas;40,3986939;-3,6494538
2891;Hotel, hostal, alojamiento;Privada;Público;Room Mate Hoteles;Macarena room mate;Calle;Gran Vía ;43;Novena planta;28013;1. Centro;40,4206617;-3,7068434
954;Centro educativo;Privada;Público;Medac Centro Educativo;MEDAC;Calle;Francisco Iglesias;17;;28038;13. Puente de Vallecas;40,3992781;-3,6661371
536;Centro educativo;Privada;Privado;Adams;Centro formativo adams;Calle;Narciso Serra;14;;28007;3. Retiro;40,40507318;-3,678616705
6560;Centro residencial de uso público;Privada;Privado;Comunidad vecinos calle de Fina Calderon 18;Calle Fina Calderon;Calle;Fina Calderon;18;Portal 18;28055;16. Hortaleza;40,494381;-3,617839
6751;Centro residencial de uso público;Privada;Privado;Comunidad propietarios ;Complejo Adhara;Calle;Manuel Gutiérrez Mellado ;41;;28055;16. Hortaleza;40,497426;-3,62009
2719;Centro educativo;Privada;Público;Colegio Los Salesianos;Colegio Los Salesianos. Ciudad de los Muchachos;Calle;Santa Marta;15;;28038;13. Puente de Vallecas;40,4025;-3,6621071
58;Centro educativo;Privada;Público;Privado;Colegio Diocesano Maria Inmaculada;Calle;Joaquín Turina;58;;28044;11. Carabanchel;40,3719733;-3,7569501
1252;Otro;Privada;Público;TACHA;Recepción del centro de belleza ;Calle;Ochandiano;35;El acceso es desde la calle Martin Pescador ;28023;9. Moncloa;40,4686857;-3,8182677
4733;Otro establecimiento administración pública;Pública;Público;Ayuntamiento Madrid;Centro de Día Fátima;Calle;Sierra de los filabres;15;;28038;13. Puente de Vallecas;40,3983683;-3,6668706
5217;Centro educativo;Privada;Público;Universidad Nebrija;Campus San Rafael ;Paseo;Paseo de la Habana;70;;28036;5. Chamartín;40,4532686;-3,6845314
6095;Centro educativo;Privada;Público;Colegio Tajamar;Colegio Tajamar;Calle;Pío Felipe;12;;28038;13. Puente de Vallecas;40,3964221;-3,6510388
2919;Hotel, hostal, alojamiento;Pública;Público;Smart Rental ;Smart Rental Gran Vía capital;Calle;Gran Vía ;42;;28013;1. Centro;40,4204075;-3,7052066
6676;Centro residencial de uso público;Privada;Público;Amavir;Residencia Amavir;Calle;Baltasar Santos;2;;28038;13. Puente de Vallecas;40,4021498;-3,659186
3505;Centro comercial;Privada;Público;CC Sexta Avenida ;Planta baja, entrada por puerta principal ;Avenida;De la Victoria ;2;;28023;9. Moncloa;40,4675511;-3,8141646
6532;Centro residencial de uso público;Privada;Público;Comunidad de vecinos secundino zuazo 75;Secundino zuazo 75;Avenida;Secundino Zuazo;75;;28055;16. Hortaleza;40,495779;-3,61635
6562;Centro residencial de uso público;Privada;Privado;Comunidad propietarios;Comunidad propietarios ;Calle;Luis Moya Blanco;19;;28055;16. Hortaleza;40,495098;-3,616309
7820;Centro educativo;Privada;Público;Colegio Divina Patora;Colegio Divina Pastora;Calle;Emilio Ortuño;13 Bis;;28038;13. Puente de Vallecas;40,3988635;-3,6658859
7848;Otro establecimiento administración pública;Pública;Público;Seguridad Social;Tesorería Seguridad Social;Avenida;Albufera;41;;28038;13. Puente de Vallecas;40,3966435;-3,6656299
4625;Hotel, hostal, alojamiento;Privada;Público;Hotel;Hotel Vía Lusitania;Calle;Secoya;2;;28044;11. Carabanchel;40,3725846;-3,7420185
5373;Hotel, hostal, alojamiento;Privada;Privado;Diocesanos;Edificio residencial caritas;Calle;Del cerro de la plata ;8;;28007;3. Retiro;40,39939586;-3,675814037
7855;Centro comercial;Privada;Público;Albufera Plaza;Albufera Plaza;Avenida;Albufera;153;;28038;13. Puente de Vallecas;40,39255;-3,6557888
6561;Centro residencial de uso público;Privada;Público;Comunidad propietarios Luis Moya Blanco 36;Luis Moya Blanco 32-44;Calle;Luis Moya Blanvo;32-44;;28055;17. Villaverde;40,496402;-3,616061
10001;Centro educativo;Pública;Público;Comunidad Madrid;IES NUMANCIA;Calle;LAS MARISMAS;14B;;28038;13. Puente de Vallecas;40,4019391;-3,6548129
5221;Hotel, hostal, alojamiento;Privada;Público;NH Hoteles;NH hotel;Paseo;Paseo de La Habana;73;;28036;5. Chamartín;40,4558557;-3,6818237
2900;Centro comercial;Pública;Público;Primark;Primark;Calle;Gran Vía ;32;Planta primera;28013;1. Centro;40,4202957;-3,703447
10019;Centro educativo;Pública;Público;Comunidad Madrid;IES Vallecas 1;Avenida;Albufera;78;;28038;13. Puente de Vallecas;40,3948666;-3,6630201
2899;Centro comercial;Pública;Público;Primark;Primark;Calle;Gran Vía ;32;Planta tercera;28013;1. Centro;40,4202957;-3,703447
;Centro residencial de uso público;Privada;Público;Comunidad propietarios Maria de lasMercedes de Borbon 162-174;Maria de lasMercedes de Borbon 162-174;Calle;Maria de lasMercedes de Borbon ;162-174;;28055;16. Hortaleza;40,493026;-3,616797
3504;Centro educativo;Privada;Público;Mapfre;Se trata de un complejo, se encuentra en el edificio A junto a seguridad.;Avenida;De la Victoria ;35;Se trata de un complejo situado en el monte del Pilar. Se accede desde el control de seguridad en la Avenida de la Victoria 35;28023;9. Moncloa;40,4656557;-3,8345068
10028;Centro educativo;Pública;Público;Comunidad Madrid;CEIP EL MADROÑO;Calle;Las Marismas ;14C;;28038;13. Puente de Vallecas;40,4019391;-3,6548129
;Centro residencial de uso público;Privada;Público;Comunidad propietarios Maria de lasMercedes de Borbon  228-236;Maria de lasMercedes de Borbon 228-236;Calle;Maria de lasMercedes de Borbon ;228-236;;28055;16. Hortaleza;40,493019;-3,621265
0;Transportes-Aeropuerto;Pública;Público;AENA;Aeropuerto Adolfo Suárez ;Calle;T4 Salidas;T4 salidas;;28055;16. Hortaleza;40,492938;-3,592974
10034;Centro educativo;Pública;Público;Comunidad Madrid;IES Fray Junípero Serra;Camino;Valderribas;120;;28038;13. Puente de Vallecas;40,395106;-3,6580422
2907;Centro de trabajo (no administración pública);Privada;Privado;Asociación de futbolistas españoles ;Asociación de futbolistas españoles ;Calle;Gran Vía ;30;Planta octava;28013;1. Centro;40,4202214;-3,7024613
